temp,motion,sound,vibescore
23.03,0.71,3.62,0.32
23.02,0.68,3.68,0.29
23.03,0.7,3.35,0.36
23.03,0.69,3.82,0.32
23.02,0.72,3.55,0.33
23.03,0.72,3.17,0.34
23.03,0.7,3.91,0.33
23.03,0.71,3.69,0.33
23.02,0.69,3.94,0.31
23.02,0.7,3.5,0.29
23.03,0.7,3.55,0.28
23.03,0.73,3.22,0.31
23.03,0.71,3.55,0.32
23.03,0.7,3.53,0.33
23.03,0.7,3.46,0.32
23.02,0.7,3.81,0.35
23.03,0.7,3.81,0.25
23.03,0.71,3.73,0.29
23.02,0.69,3.6,0.31
23.03,0.71,4.03,0.32
23.02,0.71,3.96,0.3
23.02,0.7,3.97,0.29
23.03,0.7,3.7,0.38
23.03,0.72,3.76,0.35
23.03,0.7,3.0,0.32
23.02,0.7,3.4,0.37
23.02,0.7,3.74,0.28
23.03,0.7,3.69,0.31
23.02,0.69,4.0,0.32
23.03,0.71,3.42,0.3
23.03,0.69,3.46,0.29
23.03,0.71,3.44,0.29
23.03,0.7,4.01,0.29
23.02,0.7,3.39,0.34
23.02,0.71,3.68,0.28
23.02,0.7,3.7,0.35
23.03,0.69,3.81,0.34
23.03,0.71,3.32,0.29
23.03,0.7,3.79,0.27
23.03,0.71,3.28,0.3
23.03,0.69,3.64,0.32
23.03,0.71,3.91,0.34
23.02,0.7,4.03,0.31
23.03,0.69,3.7,0.36
23.02,0.7,3.47,0.31
23.03,0.7,3.71,0.32
23.03,0.71,3.42,0.3
23.03,0.7,3.63,0.32
23.03,0.71,3.54,0.28
23.03,0.69,4.0,0.32
23.03,0.68,3.88,0.31
23.03,0.7,3.65,0.35
23.03,0.7,3.19,0.3
23.03,0.69,3.3,0.29
23.03,0.71,3.65,0.34
23.02,0.69,3.59,0.31
23.03,0.71,3.69,0.3
23.03,0.69,3.82,0.32
23.03,0.71,4.12,0.28
23.03,0.7,4.03,0.27
23.02,0.71,3.93,0.32
23.02,0.71,3.48,0.3
23.03,0.69,3.69,0.36
23.03,0.7,3.75,0.35
23.03,0.71,3.49,0.32
23.03,0.7,3.79,0.28
23.03,0.7,3.72,0.34
23.03,0.7,3.62,0.32
23.02,0.69,3.42,0.31
23.03,0.71,4.01,0.33
23.03,0.7,3.33,0.36
23.03,0.7,3.45,0.33
23.03,0.71,3.84,0.29
23.03,0.69,3.52,0.3
23.03,0.72,3.12,0.33
23.03,0.71,3.3,0.34
23.03,0.7,3.7,0.3
23.03,0.7,4.23,0.28
23.03,0.7,4.26,0.33
23.03,0.69,3.41,0.27
23.03,0.71,3.21,0.33
23.03,0.7,3.58,0.31
23.03,0.71,3.75,0.36
23.03,0.7,3.79,0.35
23.02,0.7,3.65,0.31
23.03,0.71,3.61,0.31
23.03,0.68,3.3,0.27
23.03,0.72,3.22,0.33
23.03,0.69,2.96,0.32
23.03,0.7,3.93,0.37
23.03,0.68,3.83,0.3
23.03,0.7,3.53,0.34
23.02,0.69,3.73,0.3
23.03,0.68,3.88,0.31
23.03,0.69,4.08,0.31
23.03,0.71,3.91,0.34
23.03,0.68,3.91,0.33
23.03,0.7,4.13,0.31
23.03,0.69,3.17,0.3
23.03,0.7,3.88,0.36
23.03,0.69,3.49,0.38
23.02,0.71,3.29,0.32
23.03,0.69,3.68,0.25
23.03,0.69,3.72,0.3
23.03,0.69,3.65,0.32
23.03,0.71,3.83,0.37
23.03,0.67,3.48,0.35
23.02,0.7,3.8,0.29
23.03,0.71,3.43,0.39
23.03,0.71,2.86,0.33
23.03,0.71,3.58,0.31
23.02,0.7,3.37,0.33
23.03,0.71,3.12,0.33
23.03,0.69,3.34,0.37
23.03,0.7,3.69,0.32
23.03,0.71,3.48,0.33
23.03,0.7,3.74,0.35
23.03,0.7,3.38,0.34
23.03,0.71,3.38,0.31
23.03,0.69,3.63,0.36
23.02,0.71,3.53,0.3
23.03,0.7,4.22,0.31
23.03,0.7,3.36,0.36
23.03,0.73,3.65,0.35
23.03,0.7,3.4,0.33
23.03,0.72,3.9,0.29
23.03,0.7,3.27,0.35
23.03,0.71,3.52,0.32
23.03,0.71,3.81,0.33
23.03,0.7,3.71,0.35
23.03,0.7,3.92,0.33
23.02,0.7,3.34,0.3
23.03,0.7,3.85,0.31
23.03,0.71,3.73,0.34
23.03,0.7,3.51,0.3
23.03,0.7,3.75,0.3
23.02,0.7,3.16,0.32
23.03,0.69,3.95,0.31
23.03,0.7,3.81,0.33
23.02,0.69,3.56,0.32
23.03,0.7,3.7,0.32
23.03,0.71,3.89,0.29
23.03,0.71,3.16,0.3
23.03,0.7,4.05,0.34
23.03,0.71,3.74,0.34
23.03,0.71,3.56,0.31
23.02,0.69,3.45,0.35
23.02,0.7,4.33,0.3
23.02,0.7,3.33,0.34
23.03,0.71,3.76,0.34
23.03,0.71,3.76,0.32
23.03,0.69,3.35,0.32
23.02,0.71,3.2,0.33
23.03,0.7,3.24,0.33
23.03,0.69,3.3,0.3
23.03,0.72,3.88,0.33
23.02,0.68,3.83,0.34
23.03,0.69,3.38,0.3
23.03,0.71,4.01,0.27
23.02,0.71,3.21,0.28
23.03,0.72,4.03,0.39
23.03,0.72,3.73,0.33
23.03,0.71,3.26,0.39
23.03,0.7,3.69,0.31
23.03,0.71,3.19,0.32
23.03,0.7,3.44,0.3
23.03,0.7,3.56,0.33
23.03,0.71,3.59,0.27
23.03,0.71,3.71,0.32
23.03,0.72,3.1,0.35
23.03,0.7,3.81,0.32
23.02,0.71,3.25,0.3
23.03,0.71,3.59,0.35
23.03,0.71,3.8,0.33
23.03,0.69,3.15,0.34
23.03,0.68,3.55,0.34
23.03,0.71,3.07,0.36
23.03,0.69,3.72,0.35
23.02,0.7,3.84,0.38
23.03,0.71,3.53,0.33
23.03,0.7,2.95,0.31
23.03,0.71,3.67,0.34
23.03,0.7,3.58,0.29
23.03,0.68,3.68,0.29
23.02,0.71,4.07,0.38
23.02,0.71,3.57,0.32
23.03,0.7,3.16,0.27
23.03,0.69,3.94,0.35
23.02,0.69,3.61,0.31
23.02,0.7,4.14,0.3
23.02,0.7,3.63,0.3
23.03,0.7,3.87,0.39
23.03,0.71,3.38,0.32
23.03,0.7,3.6,0.33
23.03,0.69,3.05,0.32
23.03,0.71,3.47,0.34
23.03,0.71,3.79,0.32
23.03,0.71,3.51,0.28
23.02,0.71,3.73,0.32
23.03,0.7,3.33,0.32
23.03,0.69,4.06,0.31
23.03,0.7,3.55,0.3
23.02,0.71,4.08,0.27
23.03,0.69,3.33,0.34
23.03,0.72,3.15,0.29
23.03,0.7,3.29,0.32
23.03,0.7,3.46,0.3
23.03,0.7,3.76,0.3
23.03,0.7,3.88,0.36
23.02,0.69,3.43,0.27
23.02,0.68,3.69,0.38
23.03,0.69,3.51,0.35
23.03,0.72,3.37,0.37
23.03,0.7,3.88,0.3
23.03,0.7,3.74,0.39
23.03,0.71,3.77,0.29
23.02,0.69,4.06,0.33
23.03,0.7,3.64,0.35
23.03,0.69,3.65,0.31
23.03,0.73,3.87,0.37
23.03,0.7,3.18,0.37
23.03,0.7,3.76,0.35
23.03,0.7,3.39,0.36
23.03,0.69,3.07,0.35
23.03,0.68,3.81,0.29
23.03,0.69,3.82,0.32
23.03,0.72,3.89,0.3
23.03,0.71,3.64,0.34
23.03,0.71,3.48,0.29
23.02,0.69,3.4,0.3
23.03,0.69,3.47,0.34
23.03,0.72,3.68,0.32
23.02,0.69,3.6,0.33
23.03,0.71,3.84,0.31
23.03,0.69,3.45,0.36
23.02,0.71,3.88,0.36
23.03,0.71,3.66,0.27
23.03,0.69,3.76,0.28
23.02,0.71,3.92,0.38
23.03,0.71,2.8,0.26
23.03,0.7,3.53,0.33
23.03,0.7,3.62,0.32
23.03,0.7,3.99,0.3
23.03,0.7,3.72,0.28
23.02,0.69,3.74,0.34
23.03,0.69,3.92,0.31
23.03,0.71,3.84,0.31
23.03,0.71,3.41,0.3
23.03,0.69,3.5,0.35
23.02,0.69,3.4,0.3
23.03,0.7,3.73,0.31
23.02,0.71,3.78,0.31
23.03,0.71,3.46,0.29
23.03,0.7,3.8,0.34
23.03,0.71,3.74,0.31
23.03,0.7,3.77,0.37
23.02,0.69,3.6,0.31
23.02,0.7,3.55,0.33
23.03,0.7,3.51,0.34
23.02,0.7,3.7,0.34
23.03,0.71,3.65,0.3
23.02,0.71,3.34,0.33
23.03,0.69,4.02,0.3
23.03,0.7,3.25,0.32
23.03,0.7,3.42,0.29
23.03,0.7,3.57,0.36
23.03,0.7,3.23,0.36
23.02,0.7,3.56,0.32
23.03,0.7,3.33,0.29
23.03,0.71,3.79,0.39
23.03,0.7,3.36,0.33
23.03,0.7,3.1,0.34
23.03,0.7,3.58,0.31
23.02,0.7,3.26,0.33
23.02,0.69,3.56,0.41
23.03,0.71,3.31,0.32
23.03,0.71,3.69,0.32
23.03,0.7,3.26,0.34
23.03,0.71,3.61,0.3
23.03,0.69,3.75,0.36
23.03,0.7,3.73,0.3
23.03,0.69,3.57,0.29
23.02,0.71,3.23,0.3
23.02,0.7,3.49,0.36
23.03,0.69,3.41,0.34
23.03,0.71,3.59,0.35
23.03,0.69,3.15,0.36
23.03,0.7,3.66,0.27
23.03,0.7,3.68,0.36
23.03,0.7,3.36,0.3
23.03,0.71,3.63,0.29
23.03,0.71,3.49,0.29
23.03,0.7,3.99,0.27
23.03,0.72,3.15,0.34
23.03,0.72,3.39,0.33
23.03,0.72,3.71,0.34
23.03,0.7,3.82,0.32
23.03,0.71,3.77,0.32
23.03,0.7,3.41,0.3
23.03,0.7,3.67,0.34
23.03,0.7,3.57,0.3
23.03,0.7,4.05,0.33
23.03,0.71,2.97,0.32
23.02,0.7,3.74,0.33
23.03,0.71,3.6,0.35
23.03,0.7,4.16,0.3
23.02,0.68,3.95,0.31
23.02,0.72,3.77,0.3
23.03,0.7,4.05,0.33
23.03,0.68,3.41,0.34
23.02,0.7,3.47,0.32
23.03,0.71,3.84,0.27
23.03,0.69,3.79,0.36
23.03,0.71,3.45,0.32
23.03,0.71,4.18,0.36
23.03,0.72,3.46,0.28
23.03,0.68,3.08,0.34
23.03,0.7,3.92,0.33
23.03,0.7,3.53,0.31
23.03,0.7,3.79,0.31
23.02,0.68,3.84,0.38
23.03,0.69,3.5,0.34
23.03,0.71,3.61,0.32
23.03,0.71,3.6,0.34
23.02,0.7,3.98,0.3
23.02,0.71,3.38,0.33
23.03,0.71,3.5,0.32
23.03,0.7,3.33,0.27
23.03,0.69,3.53,0.32
23.03,0.7,3.78,0.33
23.03,0.71,3.76,0.31
23.03,0.71,3.39,0.35
23.02,0.7,3.29,0.32
23.03,0.7,3.39,0.4
23.03,0.71,3.57,0.32
23.03,0.69,3.61,0.35
23.03,0.71,3.8,0.35
23.03,0.69,3.87,0.35
23.03,0.7,3.49,0.36
23.03,0.69,3.6,0.29
23.02,0.68,3.57,0.35
23.03,0.71,3.33,0.34
23.03,0.7,3.87,0.31
23.03,0.7,3.4,0.34
23.03,0.71,3.68,0.33
23.03,0.69,3.71,0.3
23.03,0.7,3.08,0.34
23.03,0.72,3.94,0.32
23.03,0.69,3.72,0.31
23.03,0.7,3.57,0.29
23.03,0.7,3.55,0.36
23.03,0.69,3.36,0.31
23.02,0.71,3.63,0.34
23.02,0.71,4.25,0.34
23.02,0.7,3.69,0.34
23.03,0.71,3.36,0.34
23.03,0.69,3.51,0.36
23.03,0.7,3.46,0.29
23.02,0.72,3.17,0.33
23.03,0.7,3.42,0.31
23.02,0.7,3.67,0.31
23.03,0.71,3.78,0.32
23.03,0.7,4.01,0.3
23.03,0.69,3.26,0.35
23.03,0.72,3.5,0.32
23.03,0.69,3.39,0.27
23.02,0.72,3.13,0.33
23.03,0.71,3.63,0.34
23.02,0.72,3.27,0.38
23.03,0.7,3.85,0.28
23.03,0.7,3.88,0.36
23.03,0.71,3.85,0.31
23.03,0.7,3.73,0.31
23.03,0.7,4.38,0.31
23.03,0.72,3.43,0.31
23.03,0.69,3.88,0.31
23.03,0.7,3.66,0.33
23.03,0.7,3.33,0.29
23.03,0.7,3.37,0.29
23.02,0.69,3.31,0.3
23.03,0.7,3.15,0.24
23.03,0.71,3.1,0.38
23.03,0.7,3.24,0.33
23.03,0.71,3.74,0.29
23.03,0.7,3.63,0.34
23.03,0.7,3.94,0.36
23.02,0.69,3.33,0.37
23.02,0.69,3.53,0.33
23.03,0.69,3.39,0.32
23.03,0.69,3.71,0.32
23.03,0.7,3.2,0.3
23.03,0.69,3.87,0.3
23.03,0.7,3.25,0.35
23.02,0.7,3.79,0.31
23.03,0.7,3.38,0.31
23.03,0.72,3.3,0.32
23.03,0.69,3.48,0.3
23.03,0.7,3.85,0.33
23.02,0.71,4.31,0.27
23.03,0.69,3.55,0.31
23.02,0.7,3.86,0.31
23.03,0.72,3.47,0.35
23.03,0.7,3.91,0.33
23.02,0.7,3.71,0.29
23.03,0.71,3.47,0.34
23.03,0.7,3.4,0.29
23.03,0.69,3.47,0.32
23.03,0.7,3.44,0.36
23.03,0.72,3.55,0.3
23.02,0.7,3.32,0.31
23.03,0.71,3.61,0.33
23.03,0.69,3.28,0.32
23.03,0.71,4.21,0.33
23.03,0.69,3.98,0.35
23.03,0.7,3.55,0.33
23.02,0.7,3.56,0.3
23.03,0.72,3.55,0.27
23.03,0.69,3.76,0.31
23.02,0.72,3.21,0.33
23.03,0.72,3.8,0.32
23.03,0.7,3.54,0.32
23.02,0.7,3.55,0.34
23.03,0.7,3.52,0.33
23.03,0.7,3.42,0.36
23.02,0.71,3.83,0.38
23.03,0.72,3.54,0.33
23.03,0.7,3.43,0.28
23.03,0.71,3.76,0.29
23.03,0.7,3.49,0.34
23.03,0.71,4.15,0.37
23.03,0.71,3.33,0.35
23.03,0.71,3.42,0.33
23.03,0.7,3.38,0.31
23.03,0.71,3.59,0.34
23.03,0.7,3.79,0.38
23.03,0.7,3.04,0.29
23.03,0.72,3.34,0.34
23.02,0.71,3.8,0.32
23.03,0.7,3.63,0.4
23.03,0.69,3.62,0.26
23.03,0.69,3.76,0.31
23.03,0.71,3.49,0.36
23.03,0.69,3.52,0.34
23.03,0.7,3.82,0.36
23.02,0.69,3.68,0.34
23.03,0.71,3.7,0.32
23.03,0.71,3.35,0.29
23.03,0.69,3.94,0.31
23.03,0.7,3.13,0.35
23.03,0.7,3.65,0.37
23.02,0.71,3.43,0.32
23.02,0.69,3.62,0.3
23.03,0.72,3.24,0.36
23.03,0.7,3.58,0.33
23.03,0.7,3.74,0.26
23.03,0.71,3.79,0.36
23.03,0.71,3.61,0.33
23.02,0.7,3.93,0.34
23.02,0.7,3.34,0.34
23.03,0.71,4.11,0.36
23.03,0.72,3.39,0.4
23.03,0.7,4.33,0.28
23.03,0.7,3.11,0.34
23.03,0.71,3.35,0.35
23.03,0.72,3.48,0.32
23.03,0.7,4.12,0.34
23.03,0.71,3.33,0.32
23.03,0.71,4.2,0.34
23.03,0.71,3.16,0.33
23.03,0.69,3.67,0.3
23.02,0.69,3.6,0.31
23.02,0.72,3.52,0.35
23.03,0.72,3.51,0.32
23.02,0.71,3.87,0.34
23.03,0.71,3.53,0.23
23.03,0.7,3.22,0.32
23.03,0.71,3.4,0.32
23.03,0.7,3.97,0.31
23.03,0.71,3.56,0.37
23.03,0.69,3.14,0.35
23.03,0.68,3.52,0.3
23.03,0.67,3.89,0.32
23.03,0.71,3.95,0.32
23.02,0.73,3.7,0.35
23.03,0.69,3.65,0.3
23.03,0.7,3.34,0.31
23.03,0.7,3.61,0.31
22.81,0.87,4.62,0.45
22.69,0.88,4.22,0.5
22.94,0.87,5.19,0.49
22.72,0.88,4.26,0.55
22.94,0.88,4.49,0.52
22.91,0.86,4.27,0.56
22.81,0.87,5.07,0.5
22.87,0.89,4.14,0.56
22.99,0.89,4.61,0.52
22.94,0.86,4.5,0.51
22.93,0.87,4.43,0.56
23.29,0.88,4.4,0.51
22.98,0.88,4.47,0.55
22.78,0.88,4.05,0.59
23.01,0.89,4.01,0.55
23.01,0.88,4.43,0.52
23.42,0.85,4.12,0.49
23.01,0.87,4.68,0.54
22.79,0.88,3.92,0.56
23.0,0.88,4.26,0.47
22.92,0.86,4.27,0.51
22.92,0.88,4.23,0.49
22.86,0.88,3.94,0.47
23.03,0.88,4.39,0.48
23.03,0.89,4.43,0.48
22.97,0.87,4.42,0.48
23.39,0.88,4.95,0.49
22.84,0.87,4.08,0.51
22.75,0.87,4.63,0.56
23.1,0.87,4.47,0.45
22.83,0.87,4.28,0.5
22.96,0.87,4.63,0.55
22.75,0.86,4.34,0.55
23.18,0.88,4.53,0.53
22.85,0.87,4.5,0.52
22.79,0.89,4.25,0.52
22.76,0.87,4.63,0.49
23.03,0.88,4.47,0.5
23.22,0.87,3.83,0.53
23.1,0.88,4.31,0.56
22.99,0.87,4.42,0.49
22.96,0.88,4.13,0.57
23.1,0.88,4.09,0.52
22.91,0.89,4.25,0.48
23.01,0.88,4.03,0.5
22.97,0.87,4.34,0.52
23.14,0.87,4.44,0.56
22.78,0.89,4.5,0.49
22.94,0.87,4.68,0.53
23.13,0.87,4.26,0.5
22.96,0.88,4.28,0.52
22.95,0.9,4.36,0.54
23.05,0.86,4.28,0.46
23.1,0.88,4.33,0.48
23.08,0.86,4.58,0.53
22.93,0.87,4.54,0.5
22.89,0.86,4.27,0.49
23.18,0.88,4.15,0.51
23.0,0.88,4.5,0.53
23.12,0.85,4.72,0.52
22.82,0.86,4.37,0.57
22.76,0.86,4.48,0.52
23.1,0.87,4.95,0.52
23.03,0.87,4.95,0.55
22.77,0.87,4.27,0.48
23.04,0.88,3.98,0.51
22.79,0.86,4.51,0.53
23.13,0.88,4.18,0.54
22.89,0.86,4.44,0.55
23.21,0.87,4.26,0.54
23.19,0.87,4.42,0.52
23.14,0.87,4.35,0.56
22.97,0.87,4.11,0.48
22.69,0.87,4.22,0.5
22.93,0.88,4.25,0.49
22.89,0.86,4.03,0.48
22.8,0.87,3.84,0.51
23.04,0.86,4.44,0.53
22.95,0.87,4.58,0.48
22.99,0.89,4.78,0.51
23.0,0.88,4.25,0.51
22.92,0.88,4.54,0.52
22.96,0.87,4.61,0.51
23.1,0.86,4.26,0.57
23.16,0.88,4.44,0.52
22.68,0.86,4.8,0.58
22.89,0.87,4.32,0.48
23.03,0.86,4.39,0.56
22.79,0.87,4.27,0.55
23.04,0.88,4.77,0.53
22.86,0.87,4.81,0.52
22.87,0.89,4.72,0.59
22.89,0.88,4.14,0.52
22.97,0.88,3.71,0.51
23.01,0.88,4.34,0.55
23.28,0.87,4.55,0.52
22.92,0.9,4.3,0.52
23.28,0.87,4.54,0.47
22.93,0.87,4.41,0.53
22.98,0.87,4.34,0.53
22.97,0.88,4.31,0.5
22.9,0.87,4.97,0.59
22.86,0.87,4.37,0.58
22.79,0.86,3.93,0.51
22.92,0.87,4.09,0.55
23.0,0.88,4.21,0.47
23.13,0.86,4.23,0.55
23.24,0.88,4.42,0.46
22.92,0.88,4.07,0.49
23.05,0.88,4.12,0.49
22.9,0.88,4.54,0.52
23.09,0.88,4.43,0.47
22.95,0.87,4.47,0.49
23.16,0.87,4.27,0.55
22.99,0.85,4.37,0.49
22.9,0.87,3.97,0.51
22.93,0.88,3.66,0.5
22.86,0.87,4.41,0.49
23.02,0.88,3.84,0.52
22.94,0.86,4.95,0.55
22.85,0.87,4.45,0.55
23.07,0.86,4.82,0.49
23.01,0.88,4.4,0.53
23.0,0.86,4.55,0.49
23.06,0.86,4.4,0.53
23.21,0.87,4.24,0.55
23.07,0.88,4.37,0.6
22.95,0.85,4.08,0.58
22.7,0.87,4.12,0.52
23.01,0.89,4.91,0.55
23.36,0.87,4.39,0.57
22.78,0.86,4.32,0.51
23.06,0.87,4.01,0.47
23.18,0.88,3.96,0.5
22.95,0.86,4.31,0.53
22.98,0.86,4.8,0.52
23.11,0.87,4.86,0.54
22.96,0.87,4.31,0.58
23.06,0.86,4.07,0.55
23.03,0.88,4.6,0.53
23.18,0.88,4.84,0.53
23.02,0.85,4.53,0.51
22.81,0.88,4.51,0.48
23.18,0.88,4.43,0.47
23.11,0.87,4.36,0.54
23.29,0.87,4.27,0.48
23.0,0.88,4.1,0.54
22.83,0.86,4.18,0.58
22.61,0.88,4.79,0.56
22.89,0.86,4.58,0.51
23.04,0.85,4.07,0.51
22.9,0.87,4.24,0.48
23.11,0.86,4.53,0.5
22.86,0.87,4.39,0.57
23.09,0.88,4.52,0.47
23.24,0.87,5.05,0.5
23.1,0.87,4.32,0.52
22.97,0.87,4.34,0.52
23.03,0.89,4.28,0.49
23.2,0.88,4.67,0.55
22.99,0.85,4.42,0.55
23.03,0.88,4.03,0.53
23.16,0.86,4.09,0.52
22.93,0.87,4.44,0.51
22.83,0.89,4.15,0.54
22.72,0.89,4.55,0.49
23.05,0.87,4.46,0.5
22.96,0.87,4.59,0.53
22.86,0.88,4.35,0.56
22.96,0.87,4.08,0.51
22.9,0.88,4.03,0.56
22.86,0.88,4.29,0.5
23.09,0.88,4.67,0.5
23.12,0.85,4.38,0.57
23.13,0.88,4.67,0.51
22.85,0.85,4.43,0.51
22.83,0.89,4.56,0.53
22.88,0.88,3.86,0.53
23.06,0.88,4.08,0.5
23.09,0.88,4.15,0.53
23.18,0.87,4.79,0.46
23.17,0.87,4.1,0.55
23.12,0.87,3.94,0.54
22.99,0.87,5.03,0.49
22.98,0.87,4.3,0.53
22.83,0.87,4.34,0.55
22.91,0.86,4.52,0.47
22.98,0.88,4.49,0.53
22.91,0.87,4.98,0.53
22.69,0.87,4.43,0.53
22.64,0.88,4.47,0.55
22.95,0.86,4.51,0.48
22.56,0.87,4.25,0.49
22.91,0.88,4.21,0.55
22.67,0.87,3.82,0.52
22.96,0.87,4.78,0.51
23.08,0.88,4.64,0.5
22.92,0.89,4.72,0.55
23.19,0.86,4.23,0.54
23.12,0.89,4.2,0.54
23.09,0.89,4.2,0.48
22.88,0.86,4.93,0.53
23.09,0.87,4.43,0.51
22.97,0.88,4.27,0.49
23.2,0.88,4.42,0.56
22.91,0.87,4.07,0.52
22.89,0.88,4.11,0.53
22.84,0.87,4.91,0.5
22.99,0.88,4.11,0.53
22.9,0.88,4.59,0.53
23.1,0.89,4.78,0.51
22.8,0.89,4.23,0.49
23.17,0.88,4.08,0.49
23.09,0.87,4.96,0.51
22.88,0.87,4.46,0.56
23.08,0.87,4.17,0.57
22.85,0.88,4.42,0.48
22.83,0.87,4.19,0.54
22.85,0.87,4.66,0.45
22.81,0.88,4.55,0.5
22.98,0.89,4.21,0.52
22.99,0.86,4.31,0.53
22.94,0.88,4.66,0.55
23.07,0.87,4.32,0.51
22.84,0.88,4.18,0.52
22.81,0.89,3.97,0.55
23.02,0.87,4.42,0.51
22.62,0.87,4.16,0.48
22.69,0.87,4.6,0.51
23.11,0.87,4.23,0.54
22.72,0.86,4.99,0.49
23.02,0.87,4.26,0.53
22.98,0.88,4.66,0.47
22.67,0.88,4.03,0.54
22.8,0.88,4.37,0.56
23.11,0.87,4.71,0.54
23.01,0.88,4.68,0.52
23.26,0.86,4.6,0.51
22.87,0.87,4.53,0.46
22.94,0.88,4.28,0.49
23.25,0.88,4.27,0.46
23.05,0.87,4.62,0.5
22.93,0.87,4.25,0.51
23.03,0.87,4.41,0.55
22.7,0.88,4.3,0.51
22.9,0.87,4.22,0.55
22.6,0.87,4.3,0.54
22.71,0.89,4.15,0.51
23.16,0.88,4.28,0.55
23.09,0.86,4.62,0.53
23.08,0.87,4.34,0.53
23.04,0.86,4.41,0.54
22.89,0.88,4.06,0.52
23.0,0.86,4.59,0.51
22.83,0.85,4.39,0.51
23.01,0.87,4.65,0.5
23.03,0.86,4.24,0.47
23.07,0.88,4.44,0.55
22.92,0.87,4.43,0.53
22.79,0.86,4.44,0.52
22.79,0.87,3.97,0.52
23.03,0.85,3.88,0.54
23.05,0.86,4.43,0.54
23.22,0.87,4.64,0.46
23.17,0.86,4.81,0.53
23.19,0.88,4.55,0.55
23.05,0.88,4.21,0.54
22.88,0.89,4.04,0.49
22.95,0.89,4.65,0.55
22.86,0.88,4.68,0.5
23.07,0.89,4.25,0.56
22.86,0.88,4.13,0.52
22.9,0.88,4.72,0.5
22.95,0.88,4.77,0.54
22.74,0.89,4.85,0.58
22.82,0.86,4.43,0.47
22.96,0.87,4.17,0.53
23.26,0.88,3.77,0.51
22.88,0.89,4.23,0.5
22.97,0.86,4.58,0.52
22.86,0.87,3.94,0.5
22.86,0.88,3.9,0.49
22.84,0.87,4.51,0.46
22.92,0.88,4.1,0.58
23.13,0.87,4.66,0.52
23.07,0.88,4.39,0.56
22.79,0.89,4.45,0.52
22.66,0.85,4.13,0.47
22.95,0.87,4.29,0.54
22.87,0.87,4.64,0.54
22.95,0.87,4.58,0.51
23.01,0.87,4.4,0.52
23.04,0.89,4.37,0.54
22.93,0.87,4.47,0.51
22.94,0.88,4.28,0.55
23.01,0.88,4.47,0.54
23.1,0.87,4.19,0.53
22.97,0.88,4.5,0.54
22.75,0.88,4.38,0.49
23.11,0.88,4.64,0.54
23.39,0.87,4.62,0.52
22.86,0.87,4.45,0.54
22.89,0.87,4.58,0.52
23.08,0.88,4.29,0.52
23.06,0.88,4.5,0.51
22.75,0.87,4.65,0.56
23.03,0.87,4.32,0.53
23.17,0.88,4.04,0.51
22.69,0.86,4.33,0.53
23.08,0.87,4.76,0.52
23.1,0.87,4.35,0.52
23.15,0.85,4.72,0.53
22.67,0.89,4.34,0.5
23.04,0.87,4.68,0.55
23.2,0.88,4.47,0.53
22.95,0.89,4.33,0.48
23.08,0.85,4.37,0.53
22.94,0.85,4.26,0.54
23.18,0.87,4.22,0.55
23.08,0.88,4.55,0.52
22.81,0.87,4.42,0.55
23.01,0.88,4.59,0.47
22.99,0.86,4.67,0.54
22.99,0.87,4.16,0.5
23.0,0.88,4.45,0.51
22.77,0.89,4.47,0.52
23.04,0.88,4.28,0.52
23.0,0.88,4.72,0.52
22.89,0.89,4.51,0.5
22.86,0.87,4.37,0.55
23.03,0.87,4.26,0.55
23.18,0.86,4.22,0.54
22.9,0.88,4.53,0.49
23.17,0.87,4.38,0.51
23.05,0.88,4.39,0.51
23.26,0.88,4.76,0.55
22.89,0.88,4.24,0.52
23.0,0.86,4.07,0.57
22.82,0.86,4.1,0.57
22.85,0.86,4.59,0.49
22.94,0.88,4.06,0.49
23.12,0.87,4.18,0.49
22.89,0.86,3.92,0.54
22.95,0.87,4.31,0.52
23.04,0.88,4.5,0.5
22.9,0.87,4.42,0.52
22.78,0.87,4.54,0.53
23.19,0.87,4.06,0.52
22.95,0.88,4.12,0.51
22.85,0.87,4.47,0.5
22.96,0.86,4.58,0.53
23.09,0.88,4.15,0.53
22.98,0.86,4.37,0.51
22.95,0.87,5.09,0.52
23.06,0.88,4.31,0.56
22.98,0.88,4.74,0.56
22.92,0.88,4.6,0.58
22.8,0.87,4.34,0.51
23.03,0.88,4.42,0.44
22.88,0.88,4.42,0.53
22.77,0.89,4.21,0.59
22.96,0.86,4.21,0.53
22.9,0.86,4.4,0.53
22.74,0.86,3.95,0.5
23.08,0.87,4.54,0.58
22.92,0.89,4.28,0.55
23.0,0.88,4.11,0.51
23.14,0.86,4.38,0.46
22.96,0.86,3.8,0.5
23.14,0.87,4.46,0.5
22.85,0.88,4.52,0.53
22.77,0.89,4.11,0.51
22.79,0.85,4.26,0.52
23.28,0.88,5.33,0.53
23.22,0.87,4.54,0.52
22.85,0.88,4.54,0.54
23.06,0.86,4.35,0.53
22.71,0.86,4.6,0.56
23.46,0.86,3.48,0.48
22.91,0.89,4.55,0.54
23.05,0.88,3.9,0.55
23.02,0.89,4.54,0.51
22.99,0.88,4.36,0.55
22.71,0.87,4.43,0.55
22.57,0.88,4.58,0.53
23.14,0.86,4.52,0.51
22.74,0.85,4.58,0.5
